frame,x,y,yaw
1403772869592912000,0,0,0
1403772869780415000,-0.040313729566630485,-0.0009622499972428653,-3.191900984317208e-08
1403772869842914000,-0.046851414819433265,-0.0011177295784040597,-9.951949636769063e-08
1403772869905416000,-0.05129689730659557,-0.0012160727136302824,-6.943559616551908e-07
1403772869967916000,-0.05409656184455669,-0.0012839405338389927,-1.1291576258360842e-06
140377287030418000,-0.05613997644432097,-0.0013336392269782317,-1.4576141211258374e-06
140377287092919000,-0.05787484033278714,-0.0013716355286444626,-1.9966178373877326e-06
1403772870155420000,-0.0590885072338832,-0.0014016513451693105,-2.425503111581455e-06
1403772870217921000,-0.06007345049522213,-0.0014259813473277822,-2.7779524332372684e-06
1403772870280421000,-0.06096762822839862,-0.00144611751538798,-3.1993070596181074e-06
1403772870342923000,-0.06164513651024675,-0.0014630710419841582,-3.553329970983987e-06
1403772870405425000,-0.06222414174890275,-0.0014775518690885443,-3.8556776685883195e-06
1403772870467924000,-0.06274241623716853,-0.0014900732913462878,-4.144206369084874e-06
1403772870530427000,-0.06317753432625123,-0.0015010154133258144,-4.394176316787516e-06
1403772870592928000,-0.06356304547382385,-0.0015106656917096553,-4.615324962976023e-06
1403772870655427000,-0.06391579571987571,-0.001519245642815398,-4.82739895992576e-06
1403772870717929000,-0.06422100211009116,-0.0015269286638915952,-5.016027636516997e-06
1403772870780429000,-0.06449712800747756,-0.0015338523545885584,-5.1864181543732235e-06
1403772870842931000,-0.06474703078995322,-0.00154012738938929,-5.3407201273003505e-06
1403772870905434000,-0.06497447327595016,-0.0015458437513066873,-5.480876827106884e-06
1403772870967937000,-0.06518184799311261,-0.001551075353821962,-5.607702113837998e-06
140377287130437000,-0.06537445720330465,-0.001555883465945685,-5.725633055981796e-06
140377287192939000,-0.06555014172903091,-0.001560319325695551,-5.833055604586571e-06
1403772871155437000,-0.06571378368763597,-0.0015644260725010911,-5.932511883953698e-06
1403772871217953000,-0.06586542463865284,-0.0015682403223361806,-6.024448015611203e-06
1403772871280440000,-0.06612479728960131,0.003397064409934987,0.00011155497042977837
1403772871342942000,-0.06636743018101678,0.008034819515990745,0.00022060753953162315
1403772871405446000,-0.06659494672557383,0.012377446341807223,0.0003225351987144865
1403772871467946000,-0.06680961686011477,0.016453101570751166,0.0004198687672209895
1403772871530445000,-0.06701094160946511,0.020286347626495956,0.0005120718364285575
1403772871592946000,-0.0671996779313787,0.023898713940343923,0.000598056041317777
1403772871655450000,-0.067377706810319,0.027309157004002493,0.0006781476520087083
1403772871717952000,-0.06754623233028882,0.03053443397163653,0.0007531125289923443
1403772871780453000,-0.06770627135509472,0.033589414016211905,0.0008239834158965576
1403772871842952000,-0.06785733094698176,0.03648733518482924,0.0008900282557969755
1403772871905454000,-0.07059990189456779,0.03917795415015283,0.0009499644229922345
1403772871967955000,-0.07321031834146811,0.04173699011045261,0.0010082508449303544
140377287230456000,-0.07569470989323289,0.04417376460359196,0.001063285460117702
140377287292959000,-0.07806336268383034,0.046496685847659515,0.0011157291121601063
1403772872155461000,-0.08032313290881099,0.048713359473556955,0.0011650946471631492
1403772872217960000,-0.08248130549072172,0.050830683601182175,0.0012112319302016923
1403772872280461000,-0.08454612002698753,0.0528549339062621,0.0012561234359626415
1403772872342963000,-0.08652081829235583,0.05479183077602444,0.0012986787155644369
1403772872405464000,-0.08841191781287903,0.05664660073589275,0.0013391959987611008
1403772872467965000,-0.09022335408080986,0.05842403216391082,0.001376942795322177
1403772872530466000,-0.0919607446627198,0.060128521265386696,0.0014124240374885182
1403772872592968000,-0.09362920380669645,0.06176411496255401,0.0014470976310273346
1403772872655468000,-0.09523016492993243,0.06333454490788586,0.0014799766711603656
1403772872717970000,-0.09676800024451544,0.0648432564503702,0.001510976919494261
1403772872780472000,-0.0982462945303061,0.0662934404848775,0.001540329828695531
1403772872842973000,-0.09966869220734079,0.06768805722941841,0.001568812371574598
1403772872905476000,-0.10103734049525963,0.06902985830900633,0.0015965594170217973
1403772872967976000,-0.10235408207385338,0.07032140440627666,0.0016230407571834016
140377287330479000,-0.10362175818906925,0.0715650824001361,0.0016481096804057392
140377287392979000,-0.10484414270144295,0.07276312217704944,0.0016728393755786773
1403772873155481000,-0.10602131373475104,0.07391761275150258,0.0016966084329884824
1403772873217980000,-0.10715575644274952,0.07503050848622968,0.0017192232608017502
1403772873280482000,-0.1082492796713827,0.07610364437341104,0.0017404626814826723
1403772873342983000,-0.10930407306789447,0.07713874478345174,0.0017604357540910633
1403772873405484000,-0.11032261626434915,0.07813743283135452,0.0017798179465743661
1403772873467985000,-0.1113046947298987,0.07910124068154042,0.001798026548395117
1403772873530486000,-0.11225403734550386,0.08003160974564048,0.0018160137025253563
1403772873592990000,-0.11316976736049965,0.08092990741021995,0.0018332017709030337
1403772873655491000,-0.11405448336023292,0.08179742245603197,0.001849859225820703
1403772873717990000,-0.11490840471210992,0.0826353785962026,0.0018656138961337303
1403772873780492000,-0.115734185052203,0.08344493305541763,0.001880987442738832
1403772873842993000,-0.11653216755403871,0.08422718755964269,0.0018960146397365533
1403772873905494000,-0.11730330696294874,0.08498318770857653,0.0019106662244850997
1403772873967995000,-0.11804857155951884,0.0857139278667687,0.001924891491603084
140377287430497000,-0.11876986945301446,0.0864203536232009,0.001939134139632172
140377287492998000,-0.1216586858061133,0.0870510009264728,0.0019515443640821953
1403772874155499000,-0.12445323576896587,0.08766082434130658,0.0019637682661062363
1403772874218002000,-0.12715478588734824,0.08825058565524345,0.0019753368613134826
1403772874280502000,-0.12976780503330113,0.08882100709393963,0.0019863126439347914
1403772874343005000,-0.1322955828882512,0.08937278108416369,0.001996802107042305
1403772874405505000,-0.13474060948646852,0.08990657102065255,0.0020066848202115878
1403772874530508000,-0.13710605010424465,0.0904230106293525,0.0020159530379117775
1403772874593007000,-0.13939492182237165,0.0909227071555032,0.0020246890757196897
1403772874655510000,-0.14161066261278807,0.09140624195534174,0.002033251041238042
1403772874718010000,-0.14375457818317963,0.0918741759768797,0.0020415201247020983
1403772874843011000,-0.14582958747059976,0.09232704441761815,0.0020495480991658066
1403772874905512000,-0.14792155231716955,0.09626303938384961,0.0021198892429585173
1403772874968013000,-0.149946276043156,0.10007281354981866,0.0021880087976355756
140377287530516000,-0.1519054923254614,0.10376063306317088,0.002252011375628757
1403772875155518000,-0.1538028369917979,0.10733060165998182,0.002314177898215825
1403772875218018000,-0.15563915461470956,0.11078666798118318,0.002373247230342071
1403772875280518000,-0.1574176806272559,0.11413263106183764,0.0024312250078052265
1403772875405520000,-0.15913964455947613,0.1173721500919073,0.002488147082026097
1403772875468024000,-0.16080647793500663,0.1205087472195864,0.002542973282957426
1403772875530524000,-0.1624200277184178,0.12354581496374699,0.0025948614365438097
1403772875655523000,-0.163982454613302,0.12648662331680802,0.002644019392206166
1403772875718026000,-0.16549607698039456,0.1293343258620773,0.0026920735904538856
1403772875780527000,-0.16696235343076432,0.13209196507223658,0.0027401688801509594
1403772875905529000,-0.16838135649999283,0.13476247498382352,0.0027862321648147214
1403772875968029000,-0.16975547218342474,0.13734868292243632,0.002830171126471866
140377287630532000,-0.17108594341261407,0.13985331984744637,0.002871494604292403
1403772876155532000,-0.17237528448178335,0.14227902104978268,0.00291189200779029
1403772876218034000,-0.17362490968639135,0.1446283337684403,0.0029530196497725785
1403772876280534000,-0.17483387921081975,0.14690371905232272,0.0029923366130502806
1403772876405537000,-0.17600456256196909,0.1491075474037099,0.003029466449699008
1403772876468038000,-0.1771391028006007,0.15124211134415788,0.003065638372177271
1403772876530540000,-0.17823768714702848,0.15330962937474482,0.003100344443167508
1403772876593040000,-0.17930172331239363,0.1553122423852907,0.0031335546559967853
1403772876718040000,-0.18033363436324457,0.15725201898568822,0.0031672940310006185
1403772876780543000,-0.18133206474146946,0.15913096541654165,0.0031997712159821698
1403772876843046000,-0.1822989459671651,0.16095101315981009,0.0032306721766790693
1403772876968046000,-0.18538889115188772,0.1626626313193335,0.003260564885679021
140377287730548000,-0.18838136935386532,0.1643206426190494,0.0032893932254612897
140377287793049000,-0.19128025063734483,0.16592674336994045,0.003317319277076955
1403772877218049000,-0.19408783418374836,0.16748257795715474,0.003343657053170378
1403772877280550000,-0.19689061831309101,0.17245701243075476,0.003426646322046985
1403772877405552000,-0.19960628698293717,0.17727585933931733,0.0035080096363566526
1403772877468053000,-0.20228438697640974,0.181944362942277,0.003766632462156544
1403772877530556000,-0.2049028909490189,0.18646846827703967,0.004274578600929591
1403772877593057000,-0.20747448532773813,0.19085525739733533,0.005132707711157424
1403772877718059000,-0.2100398032166631,0.19511653434506815,0.006563211789931948
1403772877780558000,-0.2123773106389007,0.19924666700301039,0.008018265911441154
1403772877905559000,-0.2148944342934029,0.2032764798580949,0.010310224568717618
1403772877968060000,-0.21774415270517838,0.2073112507480584,0.014639641249827258
140377287830564000,-0.22019826625997957,0.21131690602821596,0.019872568512980547
1403772878155563000,-0.2204856730518013,0.21537949050900754,0.02615531954539492
1403772878218064000,-0.22145599227573354,0.2197765695633626,0.03517085117443774
1403772878280566000,-0.22197276840112726,0.22436091009646777,0.045414737198895105
1403772878405581000,-0.22258177545750096,0.2291806942551292,0.056825583836982704
1403772878468070000,-0.22224264024219778,0.24193894739467525,0.0883858126444697
1403772878530570000,-0.22109519373012088,0.2555804954474243,0.12130778758411806
1403772878655571000,-0.22004777574982382,0.26980984401068353,0.1542660042244165
1403772878718073000,-0.21839168511133183,0.28671359811025465,0.18934383305285557
1403772878780576000,-0.21550569022336474,0.3037497194405781,0.22228318634132052
1403772878905576000,-0.21276715086606443,0.31967407692846267,0.25091016136826055
1403772878968079000,-0.20751358348602045,0.3522680388047606,0.3016725025064717
140377287930577000,-0.20082371651058298,0.38200773475147715,0.3446505327851884
1403772879155576000,-0.19008594606122972,0.4076067613490344,0.3791517790936652
1403772879218081000,-0.18176062231989643,0.4271634600315798,0.40213456924448865
1403772879280578000,-0.1650919794470726,0.468020686065109,0.4469438860022267
1403772879405578000,-0.1491055141279752,0.5000389360404174,0.47985350958791295
1403772879468080000,-0.1292010359725985,0.5443434816326495,0.5199835718527758
1403772879530579000,-0.1077661306812707,0.5847293828861535,0.5544364338771428
1403772879593080000,-0.087206611477294,0.6157097616369654,0.5794385061456593
1403772879718081000,-0.06056878057081426,0.6601542525662306,0.613249872556208
1403772879780581000,-0.037654785559014865,0.6888905121796548,0.6330398369644805
1403772879843081000,-0.012892731168360594,0.7207269638606183,0.6538002163133395
1403772879968082000,0.020729959452815076,0.7848971595063275,0.6931475868546859
140377288030583000,0.05016027131754715,0.8285403375235882,0.7177293074275634
1403772880155582000,0.09081049776217893,0.8954397056921082,0.7535475231751284
1403772880218084000,0.12667602713343384,0.9385862665351137,0.7750653654346921
1403772880343085000,0.1761586817761147,1.0080348964340489,0.8079920302386807
1403772880405584000,0.22022218972446683,1.0511322818548632,0.8273627406039229
1403772880468086000,0.2781207615800531,1.1226794194172443,0.857839601382884
1403772880530586000,0.3334896155623729,1.1786920839514199,0.8812226573537442
1403772880593086000,0.3865840629436733,1.223252883021607,0.899568656470598
1403772880655587000,0.452556149085631,1.2952378047497803,0.927726487374873
1403772880718089000,0.5158538190200143,1.3542148291971068,0.9505502452182264
1403772880780589000,0.5766571432818701,1.4028813300865675,0.9692878391557116
1403772880843090000,0.6351196148428567,1.4432743105334884,0.9848479549544881
1403772880905593000,0.7063969010489928,1.5094612528287963,1.009033084021294
1403772880968093000,0.7749162048072739,1.5654430396818206,1.0295025961294149
140377288130595000,0.8408967793022415,1.6132018038659035,1.0470444451741072
140377288193096000,0.9186476863086663,1.6717509365401648,1.068210255563686
1403772881155598000,0.9934628641566146,1.721747694726188,1.0864650733570262
1403772881218099000,1.0655417872454247,1.764720882352527,1.102359617838659
1403772881280600000,1.152392810657094,1.8324459754914915,1.1261533817791016
1403772881343101000,1.2360291016368408,1.8912575723115044,1.1470360300461957
1403772881405602000,1.3166009320911476,1.9423446853927282,1.1654207920813937
1403772881468103000,1.4131021092751865,2.005744659474159,1.1879914578235058
1403772881530605000,1.506167991166307,2.061314491390092,1.2080611181092469
1403772881593106000,1.5958626616035771,2.109617143448083,1.225824934533266
1403772881655607000,1.6823366970248272,2.1515672480180084,1.2415722591107832
1403772881718110000,1.7867712355093417,2.231975369999147,1.2689634362051039
1403772881780612000,1.8873115404496594,2.3025418484501428,1.2932919649792194
1403772881843111000,1.9841375103597059,2.3643921022983334,1.3149118086113225
1403772881905614000,2.096546227317435,2.438086195890465,1.3404360696742064
1403772881968114000,2.204821814391884,2.5026697284871284,1.3631333088984574
140377288230615000,2.309136796806313,2.5590956251209236,1.383291952148823
140377288293116000,2.4300884535989296,2.641104454545177,1.4110967524913618
1403772882155617000,2.546499253921692,2.712797208717498,1.4357347334015425
1403772882218118000,2.6585989545658633,2.7754343433967055,1.4575895462625321
1403772882280620000,2.7905986715907147,2.8769206227132322,1.4906629005411138
1403772882343121000,2.917491547245942,2.9657432240041017,1.5199213313111304
1403772882405623000,3.039494280491891,3.0429715067782483,1.5456955143383906
1403772882468124000,3.1821829889535693,3.146178223825191,1.5790611036770992
1403772882530624000,3.319361186654317,3.2362502464475047,1.6085107629747368
1403772882593129000,3.45132091269575,3.3148274946028864,1.6345313712167464
1403772882655629000,3.578303052432094,3.3830892139140256,1.6574807763352941
1403772882718129000,3.723760615468351,3.4779620341232045,1.687894691188569
1403772882780632000,3.863614229687039,3.5603751893066145,1.714666055986923
1403772882843131000,3.9981403850444783,3.6316902440654073,1.7382034492928358
1403772882905633000,4.153258021582394,3.7306162145134403,1.7693865387527872
1403772882968136000,4.302368762218835,3.8163002974867672,1.796779651761118
140377288330637000,4.4457690142071264,3.8900547218714108,1.8207667956330778
140377288393136000,4.613214765009935,4.006580806926782,1.8561311301161234
1403772883155639000,4.773985064441316,4.107384699080873,1.8871049607904846
1403772883218141000,4.928449521678337,4.1940508347430585,1.914152432146472
1403772883280642000,5.105132991289041,4.308380648778974,1.9485900208833116
1403772883343144000,5.274836136487152,4.4069076081798135,1.9787040331118082
1403772883405646000,5.437964422341662,4.491291019622598,2.004963058025326
1403772883468146000,5.626834847942952,4.619522579924703,2.0424965442815637
1403772883530647000,5.808145776524765,4.729759930343095,2.0752277594571864
1403772883593147000,5.982317282805546,4.8243914033321715,2.103792734263298
1403772883655650000,6.149692444826731,4.905564194856362,2.1287629945885413
1403772883718150000,6.340497453431844,5.029625452049077,2.1644723368014875
1403772883780651000,6.523648154011104,5.136295140810221,2.195655544708964
1403772883843151000,6.699638873721162,5.227450182620567,2.222820365536305
1403772883905653000,6.899531755429218,5.348092297539568,2.2574829222878314
1403772883968154000,7.091466601209357,5.451559397192443,2.2877471258521562
140377288430654000,7.275905311215067,5.539842852308069,2.314134570596766
140377288493155000,7.487784831323387,5.673489599493951,2.3517021843453643
1403772884218156000,7.69121896010822,5.78793968542831,2.384481429200741
1403772884280656000,7.92611825591645,5.940227332071009,2.4262746886338507
1403772884405656000,8.146833597125251,6.090955514367975,2.4666476038976572
1403772884468158000,8.401421045312116,6.280683041616621,2.5152861713307386
1403772884530657000,8.639088877247955,6.455996045245621,2.5595054694654245
1403772884655658000,8.865455811586854,6.59715227920312,2.5957203051346123
1403772884718161000,9.126833908686095,6.780709515959846,2.6406955936091183
1403772884780659000,9.369201783491441,6.944594900039142,2.680504388156766
1403772884905659000,9.599972998891653,7.074547431078484,2.7128621560206434
1403772884968164000,9.866468495586044,7.251124003487737,2.7547507704625844
